pais_de_nacimiento,sexo,edad,anno,total
Otros países con nivel de desarrollo muy alto,Hombres,86,2024,1039
Otros países con nivel de desarrollo muy alto,Hombres,86,2023,933
Otros países con nivel de desarrollo muy alto,Hombres,86,2022,848
Otros países con nivel de desarrollo muy alto,Hombres,86,2021,772
Otros países con nivel de desarrollo muy alto,Hombres,87,2024,818
Otros países con nivel de desarrollo muy alto,Hombres,87,2023,748
Otros países con nivel de desarrollo muy alto,Hombres,87,2022,678
Otros países con nivel de desarrollo muy alto,Hombres,87,2021,606
Otros países con nivel de desarrollo muy alto,Hombres,88,2024,652
Otros países con nivel de desarrollo muy alto,Hombres,88,2023,615
Otros países con nivel de desarrollo muy alto,Hombres,88,2022,536
Otros países con nivel de desarrollo muy alto,Hombres,88,2021,528
Otros países con nivel de desarrollo muy alto,Hombres,89,2024,499
Otros países con nivel de desarrollo muy alto,Hombres,89,2023,452
Otros países con nivel de desarrollo muy alto,Hombres,89,2022,447
Otros países con nivel de desarrollo muy alto,Hombres,89,2021,437
Otros países con nivel de desarrollo muy alto,Hombres,90,2024,383
Otros países con nivel de desarrollo muy alto,Hombres,90,2023,376
Otros países con nivel de desarrollo muy alto,Hombres,90,2022,402
Otros países con nivel de desarrollo muy alto,Hombres,90,2021,348
Otros países con nivel de desarrollo muy alto,Hombres,91,2024,328
Otros países con nivel de desarrollo muy alto,Hombres,91,2023,335
Otros países con nivel de desarrollo muy alto,Hombres,91,2022,278
Otros países con nivel de desarrollo muy alto,Hombres,91,2021,232
Otros países con nivel de desarrollo muy alto,Hombres,92,2024,262
Otros países con nivel de desarrollo muy alto,Hombres,92,2023,234
Otros países con nivel de desarrollo muy alto,Hombres,92,2022,199
Otros países con nivel de desarrollo muy alto,Hombres,92,2021,209
Otros países con nivel de desarrollo muy alto,Hombres,93,2024,213
Otros países con nivel de desarrollo muy alto,Hombres,93,2023,164
Otros países con nivel de desarrollo muy alto,Hombres,93,2022,175
Otros países con nivel de desarrollo muy alto,Hombres,93,2021,136
Otros países con nivel de desarrollo muy alto,Hombres,94,2024,136
Otros países con nivel de desarrollo muy alto,Hombres,94,2023,143
Otros países con nivel de desarrollo muy alto,Hombres,94,2022,105
Otros países con nivel de desarrollo muy alto,Hombres,94,2021,127
Otros países con nivel de desarrollo muy alto,Hombres,95,2024,110
Otros países con nivel de desarrollo muy alto,Hombres,95,2023,92
Otros países con nivel de desarrollo muy alto,Hombres,95,2022,103
Otros países con nivel de desarrollo muy alto,Hombres,95,2021,67
Otros países con nivel de desarrollo muy alto,Hombres,96,2024,65
Otros países con nivel de desarrollo muy alto,Hombres,96,2023,82
Otros países con nivel de desarrollo muy alto,Hombres,96,2022,48
Otros países con nivel de desarrollo muy alto,Hombres,96,2021,51
Otros países con nivel de desarrollo muy alto,Hombres,97,2024,60
Otros países con nivel de desarrollo muy alto,Hombres,97,2023,33
Otros países con nivel de desarrollo muy alto,Hombres,97,2022,42
Otros países con nivel de desarrollo muy alto,Hombres,97,2021,36
Otros países con nivel de desarrollo muy alto,Hombres,98,2024,27
Otros países con nivel de desarrollo muy alto,Hombres,98,2023,35
Otros países con nivel de desarrollo muy alto,Hombres,98,2022,27
Otros países con nivel de desarrollo muy alto,Hombres,98,2021,29
Otros países con nivel de desarrollo muy alto,Hombres,99,2024,30
Otros países con nivel de desarrollo muy alto,Hombres,99,2023,23
Otros países con nivel de desarrollo muy alto,Hombres,99,2022,20
Otros países con nivel de desarrollo muy alto,Hombres,99,2021,22
Otros países con nivel de desarrollo muy alto,Hombres,100,2024,22
Otros países con nivel de desarrollo muy alto,Hombres,100,2023,22
Otros países con nivel de desarrollo muy alto,Hombres,100,2022,21
Otros países con nivel de desarrollo muy alto,Hombres,100,2021,25
Otros países con nivel de desarrollo muy alto,Mujeres,0,2024,300
Otros países con nivel de desarrollo muy alto,Mujeres,0,2023,333
Otros países con nivel de desarrollo muy alto,Mujeres,0,2022,292
Otros países con nivel de desarrollo muy alto,Mujeres,0,2021,215
Otros países con nivel de desarrollo muy alto,Mujeres,1,2024,1121
Otros países con nivel de desarrollo muy alto,Mujeres,1,2023,1143
Otros países con nivel de desarrollo muy alto,Mujeres,1,2022,895
Otros países con nivel de desarrollo muy alto,Mujeres,1,2021,874
Otros países con nivel de desarrollo muy alto,Mujeres,2,2024,1955
Otros países con nivel de desarrollo muy alto,Mujeres,2,2023,1707
Otros países con nivel de desarrollo muy alto,Mujeres,2,2022,1487
Otros países con nivel de desarrollo muy alto,Mujeres,2,2021,1509
Otros países con nivel de desarrollo muy alto,Mujeres,3,2024,2296
Otros países con nivel de desarrollo muy alto,Mujeres,3,2023,2212
Otros países con nivel de desarrollo muy alto,Mujeres,3,2022,1951
Otros países con nivel de desarrollo muy alto,Mujeres,3,2021,2000
Otros países con nivel de desarrollo muy alto,Mujeres,4,2024,2866
Otros países con nivel de desarrollo muy alto,Mujeres,4,2023,2692
Otros países con nivel de desarrollo muy alto,Mujeres,4,2022,2473
Otros países con nivel de desarrollo muy alto,Mujeres,4,2021,2452
Otros países con nivel de desarrollo muy alto,Mujeres,5,2024,3226
Otros países con nivel de desarrollo muy alto,Mujeres,5,2023,3172
Otros países con nivel de desarrollo muy alto,Mujeres,5,2022,2749
Otros países con nivel de desarrollo muy alto,Mujeres,5,2021,2651
Otros países con nivel de desarrollo muy alto,Mujeres,6,2024,3635
Otros países con nivel de desarrollo muy alto,Mujeres,6,2023,3462
Otros países con nivel de desarrollo muy alto,Mujeres,6,2022,2998
Otros países con nivel de desarrollo muy alto,Mujeres,6,2021,2593
Otros países con nivel de desarrollo muy alto,Mujeres,7,2024,4008
Otros países con nivel de desarrollo muy alto,Mujeres,7,2023,3599
Otros países con nivel de desarrollo muy alto,Mujeres,7,2022,2908
Otros países con nivel de desarrollo muy alto,Mujeres,7,2021,2412
Otros países con nivel de desarrollo muy alto,Mujeres,8,2024,4063
Otros países con nivel de desarrollo muy alto,Mujeres,8,2023,3520
Otros países con nivel de desarrollo muy alto,Mujeres,8,2022,2705
Otros países con nivel de desarrollo muy alto,Mujeres,8,2021,2311
Otros países con nivel de desarrollo muy alto,Mujeres,9,2024,3958
Otros países con nivel de desarrollo muy alto,Mujeres,9,2023,3282
Otros países con nivel de desarrollo muy alto,Mujeres,9,2022,2635
Otros países con nivel de desarrollo muy alto,Mujeres,9,2021,2248
Otros países con nivel de desarrollo muy alto,Mujeres,10,2024,3675
Otros países con nivel de desarrollo muy alto,Mujeres,10,2023,3201
Otros países con nivel de desarrollo muy alto,Mujeres,10,2022,2519
Otros países con nivel de desarrollo muy alto,Mujeres,10,2021,2344
Otros países con nivel de desarrollo muy alto,Mujeres,11,2024,3585
Otros países con nivel de desarrollo muy alto,Mujeres,11,2023,3001
Otros países con nivel de desarrollo muy alto,Mujeres,11,2022,2569
Otros países con nivel de desarrollo muy alto,Mujeres,11,2021,2350
Otros países con nivel de desarrollo muy alto,Mujeres,12,2024,3321
Otros países con nivel de desarrollo muy alto,Mujeres,12,2023,3059
Otros países con nivel de desarrollo muy alto,Mujeres,12,2022,2623
Otros países con nivel de desarrollo muy alto,Mujeres,12,2021,2298
Otros países con nivel de desarrollo muy alto,Mujeres,13,2024,3442
Otros países con nivel de desarrollo muy alto,Mujeres,13,2023,3075
Otros países con nivel de desarrollo muy alto,Mujeres,13,2022,2548
Otros países con nivel de desarrollo muy alto,Mujeres,13,2021,2354
Otros países con nivel de desarrollo muy alto,Mujeres,14,2024,3339
Otros países con nivel de desarrollo muy alto,Mujeres,14,2023,2989
Otros países con nivel de desarrollo muy alto,Mujeres,14,2022,2595
Otros países con nivel de desarrollo muy alto,Mujeres,14,2021,2624
Otros países con nivel de desarrollo muy alto,Mujeres,15,2024,3280
Otros países con nivel de desarrollo muy alto,Mujeres,15,2023,2992
Otros países con nivel de desarrollo muy alto,Mujeres,15,2022,2815
Otros países con nivel de desarrollo muy alto,Mujeres,15,2021,2718
Otros países con nivel de desarrollo muy alto,Mujeres,16,2024,3284
Otros países con nivel de desarrollo muy alto,Mujeres,16,2023,3216
Otros países con nivel de desarrollo muy alto,Mujeres,16,2022,2922
Otros países con nivel de desarrollo muy alto,Mujeres,16,2021,3054
Otros países con nivel de desarrollo muy alto,Mujeres,17,2024,3423
Otros países con nivel de desarrollo muy alto,Mujeres,17,2023,3184
Otros países con nivel de desarrollo muy alto,Mujeres,17,2022,3200
Otros países con nivel de desarrollo muy alto,Mujeres,17,2021,3224
Otros países con nivel de desarrollo muy alto,Mujeres,18,2024,3734
Otros países con nivel de desarrollo muy alto,Mujeres,18,2023,3817
Otros países con nivel de desarrollo muy alto,Mujeres,18,2022,3549
Otros países con nivel de desarrollo muy alto,Mujeres,18,2021,3602
Otros países con nivel de desarrollo muy alto,Mujeres,19,2024,4540
Otros países con nivel de desarrollo muy alto,Mujeres,19,2023,4407
Otros países con nivel de desarrollo muy alto,Mujeres,19,2022,4106
Otros países con nivel de desarrollo muy alto,Mujeres,19,2021,4260
Otros países con nivel de desarrollo muy alto,Mujeres,20,2024,5189
Otros países con nivel de desarrollo muy alto,Mujeres,20,2023,5044
Otros países con nivel de desarrollo muy alto,Mujeres,20,2022,4895
Otros países con nivel de desarrollo muy alto,Mujeres,20,2021,4953
Otros países con nivel de desarrollo muy alto,Mujeres,21,2024,5812
Otros países con nivel de desarrollo muy alto,Mujeres,21,2023,5827
Otros países con nivel de desarrollo muy alto,Mujeres,21,2022,5561
Otros países con nivel de desarrollo muy alto,Mujeres,21,2021,5384
Otros países con nivel de desarrollo muy alto,Mujeres,22,2024,6852
Otros países con nivel de desarrollo muy alto,Mujeres,22,2023,6979
Otros países con nivel de desarrollo muy alto,Mujeres,22,2022,6222
Otros países con nivel de desarrollo muy alto,Mujeres,22,2021,5539
Otros países con nivel de desarrollo muy alto,Mujeres,23,2024,7962
Otros países con nivel de desarrollo muy alto,Mujeres,23,2023,7574
Otros países con nivel de desarrollo muy alto,Mujeres,23,2022,6429
Otros países con nivel de desarrollo muy alto,Mujeres,23,2021,5992
Otros países con nivel de desarrollo muy alto,Mujeres,24,2024,8345
Otros países con nivel de desarrollo muy alto,Mujeres,24,2023,7705
Otros países con nivel de desarrollo muy alto,Mujeres,24,2022,6631
Otros países con nivel de desarrollo muy alto,Mujeres,24,2021,6292
Otros países con nivel de desarrollo muy alto,Mujeres,25,2024,8522
Otros países con nivel de desarrollo muy alto,Mujeres,25,2023,7970
Otros países con nivel de desarrollo muy alto,Mujeres,25,2022,6882
Otros países con nivel de desarrollo muy alto,Mujeres,25,2021,6627
Otros países con nivel de desarrollo muy alto,Mujeres,26,2024,8938
Otros países con nivel de desarrollo muy alto,Mujeres,26,2023,8293
Otros países con nivel de desarrollo muy alto,Mujeres,26,2022,7264
Otros países con nivel de desarrollo muy alto,Mujeres,26,2021,7155
Otros países con nivel de desarrollo muy alto,Mujeres,27,2024,9402
Otros países con nivel de desarrollo muy alto,Mujeres,27,2023,8712
Otros países con nivel de desarrollo muy alto,Mujeres,27,2022,7806
Otros países con nivel de desarrollo muy alto,Mujeres,27,2021,7135
Otros países con nivel de desarrollo muy alto,Mujeres,28,2024,9835
Otros países con nivel de desarrollo muy alto,Mujeres,28,2023,9221
Otros países con nivel de desarrollo muy alto,Mujeres,28,2022,7751
Otros países con nivel de desarrollo muy alto,Mujeres,28,2021,7471
Otros países con nivel de desarrollo muy alto,Mujeres,29,2024,10346
Otros países con nivel de desarrollo muy alto,Mujeres,29,2023,9071
Otros países con nivel de desarrollo muy alto,Mujeres,29,2022,8061
Otros países con nivel de desarrollo muy alto,Mujeres,29,2021,7864
Otros países con nivel de desarrollo muy alto,Mujeres,30,2024,10016
Otros países con nivel de desarrollo muy alto,Mujeres,30,2023,9406
Otros países con nivel de desarrollo muy alto,Mujeres,30,2022,8462
Otros países con nivel de desarrollo muy alto,Mujeres,30,2021,8226
Otros países con nivel de desarrollo muy alto,Mujeres,31,2024,10342
Otros países con nivel de desarrollo muy alto,Mujeres,31,2023,9845
Otros países con nivel de desarrollo muy alto,Mujeres,31,2022,8739
Otros países con nivel de desarrollo muy alto,Mujeres,31,2021,7978
Otros países con nivel de desarrollo muy alto,Mujeres,32,2024,10667
Otros países con nivel de desarrollo muy alto,Mujeres,32,2023,10054
Otros países con nivel de desarrollo muy alto,Mujeres,32,2022,8565
Otros países con nivel de desarrollo muy alto,Mujeres,32,2021,8595
Otros países con nivel de desarrollo muy alto,Mujeres,33,2024,10847
Otros países con nivel de desarrollo muy alto,Mujeres,33,2023,9745
Otros países con nivel de desarrollo muy alto,Mujeres,33,2022,9176
Otros países con nivel de desarrollo muy alto,Mujeres,33,2021,8345
Otros países con nivel de desarrollo muy alto,Mujeres,34,2024,10460
Otros países con nivel de desarrollo muy alto,Mujeres,34,2023,10386
Otros países con nivel de desarrollo muy alto,Mujeres,34,2022,8796
Otros países con nivel de desarrollo muy alto,Mujeres,34,2021,8422
Otros países con nivel de desarrollo muy alto,Mujeres,35,2024,11127
Otros países con nivel de desarrollo muy alto,Mujeres,35,2023,9868
Otros países con nivel de desarrollo muy alto,Mujeres,35,2022,8820
Otros países con nivel de desarrollo muy alto,Mujeres,35,2021,8636
Otros países con nivel de desarrollo muy alto,Mujeres,36,2024,10546
Otros países con nivel de desarrollo muy alto,Mujeres,36,2023,9888
Otros países con nivel de desarrollo muy alto,Mujeres,36,2022,9096
Otros países con nivel de desarrollo muy alto,Mujeres,36,2021,8585
Otros países con nivel de desarrollo muy alto,Mujeres,37,2024,10544
Otros países con nivel de desarrollo muy alto,Mujeres,37,2023,10044
Otros países con nivel de desarrollo muy alto,Mujeres,37,2022,9011
Otros países con nivel de desarrollo muy alto,Mujeres,37,2021,8981
Otros países con nivel de desarrollo muy alto,Mujeres,38,2024,10544
Otros países con nivel de desarrollo muy alto,Mujeres,38,2023,9898
Otros países con nivel de desarrollo muy alto,Mujeres,38,2022,9300
Otros países con nivel de desarrollo muy alto,Mujeres,38,2021,9313
Otros países con nivel de desarrollo muy alto,Mujeres,39,2024,10362
Otros países con nivel de desarrollo muy alto,Mujeres,39,2023,10213
Otros países con nivel de desarrollo muy alto,Mujeres,39,2022,9617
Otros países con nivel de desarrollo muy alto,Mujeres,39,2021,9600
Otros países con nivel de desarrollo muy alto,Mujeres,40,2024,10511
Otros países con nivel de desarrollo muy alto,Mujeres,40,2023,10386
Otros países con nivel de desarrollo muy alto,Mujeres,40,2022,9929
Otros países con nivel de desarrollo muy alto,Mujeres,40,2021,9747
Otros países con nivel de desarrollo muy alto,Mujeres,41,2024,10724
Otros países con nivel de desarrollo muy alto,Mujeres,41,2023,10628
Otros países con nivel de desarrollo muy alto,Mujeres,41,2022,10004
Otros países con nivel de desarrollo muy alto,Mujeres,41,2021,10093
Otros países con nivel de desarrollo muy alto,Mujeres,42,2024,10847
Otros países con nivel de desarrollo muy alto,Mujeres,42,2023,10695
Otros países con nivel de desarrollo muy alto,Mujeres,42,2022,10265
Otros países con nivel de desarrollo muy alto,Mujeres,42,2021,9909
Otros países con nivel de desarrollo muy alto,Mujeres,43,2024,10913
Otros países con nivel de desarrollo muy alto,Mujeres,43,2023,10913
Otros países con nivel de desarrollo muy alto,Mujeres,43,2022,10175
Otros países con nivel de desarrollo muy alto,Mujeres,43,2021,10007
Otros países con nivel de desarrollo muy alto,Mujeres,44,2024,11173
Otros países con nivel de desarrollo muy alto,Mujeres,44,2023,10788
Otros países con nivel de desarrollo muy alto,Mujeres,44,2022,10252
Otros países con nivel de desarrollo muy alto,Mujeres,44,2021,10187
Otros países con nivel de desarrollo muy alto,Mujeres,45,2024,10959
Otros países con nivel de desarrollo muy alto,Mujeres,45,2023,10812
Otros países con nivel de desarrollo muy alto,Mujeres,45,2022,10403
Otros países con nivel de desarrollo muy alto,Mujeres,45,2021,9975
Otros países con nivel de desarrollo muy alto,Mujeres,46,2024,11017
Otros países con nivel de desarrollo muy alto,Mujeres,46,2023,10889
Otros países con nivel de desarrollo muy alto,Mujeres,46,2022,10229
Otros países con nivel de desarrollo muy alto,Mujeres,46,2021,9699
Otros países con nivel de desarrollo muy alto,Mujeres,47,2024,11043
Otros países con nivel de desarrollo muy alto,Mujeres,47,2023,10668
Otros países con nivel de desarrollo muy alto,Mujeres,47,2022,9930
Otros países con nivel de desarrollo muy alto,Mujeres,47,2021,9307
Otros países con nivel de desarrollo muy alto,Mujeres,48,2024,10781
Otros países con nivel de desarrollo muy alto,Mujeres,48,2023,10341
Otros países con nivel de desarrollo muy alto,Mujeres,48,2022,9568
Otros países con nivel de desarrollo muy alto,Mujeres,48,2021,9073
Otros países con nivel de desarrollo muy alto,Mujeres,49,2024,10440
Otros países con nivel de desarrollo muy alto,Mujeres,49,2023,9917
Otros países con nivel de desarrollo muy alto,Mujeres,49,2022,9354
Otros países con nivel de desarrollo muy alto,Mujeres,49,2021,9054
Otros países con nivel de desarrollo muy alto,Mujeres,50,2024,10029
Otros países con nivel de desarrollo muy alto,Mujeres,50,2023,9795
Otros países con nivel de desarrollo muy alto,Mujeres,50,2022,9225
Otros países con nivel de desarrollo muy alto,Mujeres,50,2021,8533
Otros países con nivel de desarrollo muy alto,Mujeres,51,2024,9843
Otros países con nivel de desarrollo muy alto,Mujeres,51,2023,9627
Otros países con nivel de desarrollo muy alto,Mujeres,51,2022,8751
Otros países con nivel de desarrollo muy alto,Mujeres,51,2021,8303
Otros países con nivel de desarrollo muy alto,Mujeres,52,2024,9716
Otros países con nivel de desarrollo muy alto,Mujeres,52,2023,9117
Otros países con nivel de desarrollo muy alto,Mujeres,52,2022,8563
Otros países con nivel de desarrollo muy alto,Mujeres,52,2021,8039
Otros países con nivel de desarrollo muy alto,Mujeres,53,2024,9169
Otros países con nivel de desarrollo muy alto,Mujeres,53,2023,8904
Otros países con nivel de desarrollo muy alto,Mujeres,53,2022,8225
Otros países con nivel de desarrollo muy alto,Mujeres,53,2021,7883
Otros países con nivel de desarrollo muy alto,Mujeres,54,2024,8999
Otros países con nivel de desarrollo muy alto,Mujeres,54,2023,8577
Otros países con nivel de desarrollo muy alto,Mujeres,54,2022,8138
Otros países con nivel de desarrollo muy alto,Mujeres,54,2021,7838
Otros países con nivel de desarrollo muy alto,Mujeres,55,2024,8669
Otros países con nivel de desarrollo muy alto,Mujeres,55,2023,8413
Otros países con nivel de desarrollo muy alto,Mujeres,55,2022,8076
Otros países con nivel de desarrollo muy alto,Mujeres,55,2021,7949
Otros países con nivel de desarrollo muy alto,Mujeres,56,2024,8442
Otros países con nivel de desarrollo muy alto,Mujeres,56,2023,8401
Otros países con nivel de desarrollo muy alto,Mujeres,56,2022,8164
Otros países con nivel de desarrollo muy alto,Mujeres,56,2021,8027
Otros países con nivel de desarrollo muy alto,Mujeres,57,2024,8362
Otros países con nivel de desarrollo muy alto,Mujeres,57,2023,8448
Otros países con nivel de desarrollo muy alto,Mujeres,57,2022,8312
Otros países con nivel de desarrollo muy alto,Mujeres,57,2021,7830
Otros países con nivel de desarrollo muy alto,Mujeres,58,2024,8450
Otros países con nivel de desarrollo muy alto,Mujeres,58,2023,8584
Otros países con nivel de desarrollo muy alto,Mujeres,58,2022,8088
Otros países con nivel de desarrollo muy alto,Mujeres,58,2021,7697
Otros países con nivel de desarrollo muy alto,Mujeres,59,2024,8526
Otros países con nivel de desarrollo muy alto,Mujeres,59,2023,8293
Otros países con nivel de desarrollo muy alto,Mujeres,59,2022,7844
Otros países con nivel de desarrollo muy alto,Mujeres,59,2021,7495
Otros países con nivel de desarrollo muy alto,Mujeres,60,2024,8212
Otros países con nivel de desarrollo muy alto,Mujeres,60,2023,8095
Otros países con nivel de desarrollo muy alto,Mujeres,60,2022,7743
Otros países con nivel de desarrollo muy alto,Mujeres,60,2021,7277
Otros países con nivel de desarrollo muy alto,Mujeres,61,2024,8143
Otros países con nivel de desarrollo muy alto,Mujeres,61,2023,7974
Otros países con nivel de desarrollo muy alto,Mujeres,61,2022,7536
Otros países con nivel de desarrollo muy alto,Mujeres,61,2021,7098
Otros países con nivel de desarrollo muy alto,Mujeres,62,2024,7941
Otros países con nivel de desarrollo muy alto,Mujeres,62,2023,7759
Otros países con nivel de desarrollo muy alto,Mujeres,62,2022,7320
Otros países con nivel de desarrollo muy alto,Mujeres,62,2021,6933
Otros países con nivel de desarrollo muy alto,Mujeres,63,2024,7662
Otros países con nivel de desarrollo muy alto,Mujeres,63,2023,7524
Otros países con nivel de desarrollo muy alto,Mujeres,63,2022,7163
Otros países con nivel de desarrollo muy alto,Mujeres,63,2021,6886
Otros países con nivel de desarrollo muy alto,Mujeres,64,2024,7408
Otros países con nivel de desarrollo muy alto,Mujeres,64,2023,7305
Otros países con nivel de desarrollo muy alto,Mujeres,64,2022,7060
Otros países con nivel de desarrollo muy alto,Mujeres,64,2021,6811
Otros países con nivel de desarrollo muy alto,Mujeres,65,2024,7266
Otros países con nivel de desarrollo muy alto,Mujeres,65,2023,7230
Otros países con nivel de desarrollo muy alto,Mujeres,65,2022,7001
Otros países con nivel de desarrollo muy alto,Mujeres,65,2021,6455
Otros países con nivel de desarrollo muy alto,Mujeres,66,2024,7161
Otros países con nivel de desarrollo muy alto,Mujeres,66,2023,7062
Otros países con nivel de desarrollo muy alto,Mujeres,66,2022,6635
Otros países con nivel de desarrollo muy alto,Mujeres,66,2021,6505
Otros países con nivel de desarrollo muy alto,Mujeres,67,2024,7157
Otros países con nivel de desarrollo muy alto,Mujeres,67,2023,6813
Otros países con nivel de desarrollo muy alto,Mujeres,67,2022,6673
Otros países con nivel de desarrollo muy alto,Mujeres,67,2021,6504
Otros países con nivel de desarrollo muy alto,Mujeres,68,2024,6803
Otros países con nivel de desarrollo muy alto,Mujeres,68,2023,6771
Otros países con nivel de desarrollo muy alto,Mujeres,68,2022,6589
Otros países con nivel de desarrollo muy alto,Mujeres,68,2021,6448
Otros países con nivel de desarrollo muy alto,Mujeres,69,2024,6656
Otros países con nivel de desarrollo muy alto,Mujeres,69,2023,6600
Otros países con nivel de desarrollo muy alto,Mujeres,69,2022,6528
Otros países con nivel de desarrollo muy alto,Mujeres,69,2021,6247
Otros países con nivel de desarrollo muy alto,Mujeres,70,2024,6554
Otros países con nivel de desarrollo muy alto,Mujeres,70,2023,6610
Otros países con nivel de desarrollo muy alto,Mujeres,70,2022,6316
Otros países con nivel de desarrollo muy alto,Mujeres,70,2021,6084
Otros países con nivel de desarrollo muy alto,Mujeres,71,2024,6469
Otros países con nivel de desarrollo muy alto,Mujeres,71,2023,6363
Otros países con nivel de desarrollo muy alto,Mujeres,71,2022,6083
Otros países con nivel de desarrollo muy alto,Mujeres,71,2021,5809
Otros países con nivel de desarrollo muy alto,Mujeres,72,2024,6241
Otros países con nivel de desarrollo muy alto,Mujeres,72,2023,6105
Otros países con nivel de desarrollo muy alto,Mujeres,72,2022,5841
Otros países con nivel de desarrollo muy alto,Mujeres,72,2021,5889
Otros países con nivel de desarrollo muy alto,Mujeres,73,2024,5948
Otros países con nivel de desarrollo muy alto,Mujeres,73,2023,5841
Otros países con nivel de desarrollo muy alto,Mujeres,73,2022,5918
Otros países con nivel de desarrollo muy alto,Mujeres,73,2021,5829
Otros países con nivel de desarrollo muy alto,Mujeres,74,2024,5660
Otros países con nivel de desarrollo muy alto,Mujeres,74,2023,5863
Otros países con nivel de desarrollo muy alto,Mujeres,74,2022,5772
Otros países con nivel de desarrollo muy alto,Mujeres,74,2021,5136
Otros países con nivel de desarrollo muy alto,Mujeres,75,2024,5648
Otros países con nivel de desarrollo muy alto,Mujeres,75,2023,5659
Otros países con nivel de desarrollo muy alto,Mujeres,75,2022,5120
Otros países con nivel de desarrollo muy alto,Mujeres,75,2021,4266
Otros países con nivel de desarrollo muy alto,Mujeres,76,2024,5410
Otros países con nivel de desarrollo muy alto,Mujeres,76,2023,5041
Otros países con nivel de desarrollo muy alto,Mujeres,76,2022,4224
Otros países con nivel de desarrollo muy alto,Mujeres,76,2021,4153
Otros países con nivel de desarrollo muy alto,Mujeres,77,2024,4851
Otros países con nivel de desarrollo muy alto,Mujeres,77,2023,4182
Otros países con nivel de desarrollo muy alto,Mujeres,77,2022,4075
Otros países con nivel de desarrollo muy alto,Mujeres,77,2021,3534
Otros países con nivel de desarrollo muy alto,Mujeres,78,2024,3991
Otros países con nivel de desarrollo muy alto,Mujeres,78,2023,3988
Otros países con nivel de desarrollo muy alto,Mujeres,78,2022,3471
Otros países con nivel de desarrollo muy alto,Mujeres,78,2021,3134
Otros países con nivel de desarrollo muy alto,Mujeres,79,2024,3802
Otros países con nivel de desarrollo muy alto,Mujeres,79,2023,3363
Otros países con nivel de desarrollo muy alto,Mujeres,79,2022,3019
Otros países con nivel de desarrollo muy alto,Mujeres,79,2021,2700
Otros países con nivel de desarrollo muy alto,Mujeres,80,2024,3186
Otros países con nivel de desarrollo muy alto,Mujeres,80,2023,2945
Otros países con nivel de desarrollo muy alto,Mujeres,80,2022,2618
Otros países con nivel de desarrollo muy alto,Mujeres,80,2021,2359
Otros países con nivel de desarrollo muy alto,Mujeres,81,2024,2800
Otros países con nivel de desarrollo muy alto,Mujeres,81,2023,2537
Otros países con nivel de desarrollo muy alto,Mujeres,81,2022,2241
Otros países con nivel de desarrollo muy alto,Mujeres,81,2021,2064
Otros países con nivel de desarrollo muy alto,Mujeres,82,2024,2391
Otros países con nivel de desarrollo muy alto,Mujeres,82,2023,2166
Otros países con nivel de desarrollo muy alto,Mujeres,82,2022,1964
Otros países con nivel de desarrollo muy alto,Mujeres,82,2021,1788
Otros países con nivel de desarrollo muy alto,Mujeres,83,2024,2035
Otros países con nivel de desarrollo muy alto,Mujeres,83,2023,1918
Otros países con nivel de desarrollo muy alto,Mujeres,83,2022,1698
Otros países con nivel de desarrollo muy alto,Mujeres,83,2021,1475
Otros países con nivel de desarrollo muy alto,Mujeres,84,2024,1792
Otros países con nivel de desarrollo muy alto,Mujeres,84,2023,1638
Otros países con nivel de desarrollo muy alto,Mujeres,84,2022,1421
Otros países con nivel de desarrollo muy alto,Mujeres,84,2021,1267
Otros países con nivel de desarrollo muy alto,Mujeres,85,2024,1545
Otros países con nivel de desarrollo muy alto,Mujeres,85,2023,1354
Otros países con nivel de desarrollo muy alto,Mujeres,85,2022,1184
Otros países con nivel de desarrollo muy alto,Mujeres,85,2021,1021
Otros países con nivel de desarrollo muy alto,Mujeres,86,2024,1253
Otros países con nivel de desarrollo muy alto,Mujeres,86,2023,1130
Otros países con nivel de desarrollo muy alto,Mujeres,86,2022,951
Otros países con nivel de desarrollo muy alto,Mujeres,86,2021,916
Otros países con nivel de desarrollo muy alto,Mujeres,87,2024,1028
Otros países con nivel de desarrollo muy alto,Mujeres,87,2023,892
Otros países con nivel de desarrollo muy alto,Mujeres,87,2022,853
Otros países con nivel de desarrollo muy alto,Mujeres,87,2021,834
Otros países con nivel de desarrollo muy alto,Mujeres,88,2024,806
Otros países con nivel de desarrollo muy alto,Mujeres,88,2023,790
Otros países con nivel de desarrollo muy alto,Mujeres,88,2022,770
Otros países con nivel de desarrollo muy alto,Mujeres,88,2021,722
Otros países con nivel de desarrollo muy alto,Mujeres,89,2024,712
Otros países con nivel de desarrollo muy alto,Mujeres,89,2023,700
Otros países con nivel de desarrollo muy alto,Mujeres,89,2022,656
Otros países con nivel de desarrollo muy alto,Mujeres,89,2021,670
Otros países con nivel de desarrollo muy alto,Mujeres,90,2024,636
Otros países con nivel de desarrollo muy alto,Mujeres,90,2023,590
Otros países con nivel de desarrollo muy alto,Mujeres,90,2022,596
Otros países con nivel de desarrollo muy alto,Mujeres,90,2021,532
Otros países con nivel de desarrollo muy alto,Mujeres,91,2024,518
Otros países con nivel de desarrollo muy alto,Mujeres,91,2023,540
Otros países con nivel de desarrollo muy alto,Mujeres,91,2022,486
